Time,Voltage
587.5184617042542,66.30999999999999
588.5436534881592,66.4
589.5883333683014,66.49
590.6206181049347,66.58
591.6573045253754,66.66
592.7082295417786,66.75
593.7322623729706,66.84
594.7707343101501,66.93
595.8035378456116,67.01
596.8396799564362,67.10000000000001
597.8819079399109,67.19
598.9199295043945,67.27
599.9676821231842,67.36
600.9956314563751,67.45
602.0319516658783,67.54
603.0668094158173,67.62
604.1019451618195,67.71000000000001
605.1408264636993,67.79
606.17724609375,67.88
607.2088530063629,67.97
608.245395898819,68.05
609.2815301418304,68.14
610.3087882995605,68.23
611.3510117530823,68.31
612.3797001838684,68.4
613.4231686592102,68.48
614.4740223884583,68.57000000000001
615.5051159858704,68.66
616.53040599823,68.74
617.5826346874237,68.83
618.6195616722107,68.91
619.6537847518921,69.0
620.6901702880859,69.08
621.7307739257812,69.17
622.7588610649109,69.26
623.8090200424194,69.34
624.8508508205414,69.43
625.9039986133575,69.51
626.9346349239349,69.6
627.9596855640411,69.68
629.0054183006287,69.77
630.0430512428284,69.85
631.0808327198029,69.94
632.1140599250793,70.02
633.1689658164978,70.11
634.2015964984894,70.19
635.23171043396,70.28
636.2690556049347,70.36
637.3000392913818,70.44
638.3355567455292,70.53
639.3831691741943,70.61
640.4101676940918,70.7
641.4541707038879,70.78
642.5092341899872,70.87
643.5314700603485,70.95
644.5735001564026,71.03
645.6139378547668,71.12
646.644172668457,71.2
647.6797215938568,71.28
648.709924697876,71.37
649.7564036846161,71.45
650.7906918525696,71.53
651.834504365921,71.62
652.8743276596069,71.7
653.9120059013367,71.78
654.9423711299896,71.87
655.9905271530151,71.95
657.0110743045807,72.03
658.0615131855011,72.12
659.1053152084351,72.2
660.1376483440399,72.28
661.1716551780701,72.37
662.2087359428406,72.45
663.2559151649475,72.53
664.3090686798096,72.61
665.34960770607,72.7
666.3786029815674,72.78
667.4449582099915,72.86
668.4867925643921,72.95
669.5110096931458,73.03
670.552140712738,73.11
671.5964548587799,73.19000000000001
672.620644569397,73.27
673.6587028503418,73.36
674.7025711536407,73.44000000000001
675.7297699451447,73.52
676.7706472873688,73.6
677.8083844184875,73.67999999999999
678.85200548172,73.76
679.8965511322021,73.85
680.9378020763397,73.92999999999999
681.9636867046356,74.01
683.0004115104675,74.09
684.0397620201111,74.17
685.0697133541107,74.25
686.1144058704376,74.33
687.1535215377808,74.41000000000001
688.1929054260254,74.49
689.2345843315125,74.58
690.2670166492462,74.66000000000001
691.3102934360504,74.74
692.3551139831543,74.82
693.3782594203949,74.89999999999999
694.4225842952728,74.98
695.4638767242432,75.06
696.5050954818726,75.14
697.5289611816406,75.22
698.5825645923615,75.30000000000001
699.6221613883972,75.38
700.6494083404541,75.46
701.7013800144196,75.53999999999999
702.7322854995728,75.62
703.7877464294434,75.7
704.8092741966248,75.78
705.8523035049438,75.86
706.8894760608673,75.94
707.9336524009705,76.02000000000001
708.9645836353302,76.1
710.0034446716309,76.17999999999999
711.0415592193604,76.25999999999999
712.0778913497925,76.34
713.115975856781,76.42
714.1483602523804,76.5
715.1910836696625,76.58
716.2338643074036,76.66000000000001
717.2618024349213,76.73
718.2997624874115,76.81
719.3448343276978,76.89
720.3806302547455,76.97
721.4230444431305,77.05
722.4539830684662,77.13000000000001
723.4930341243744,77.21000000000001
724.529780626297,77.28999999999999
725.5602223873138,77.36
726.6126439571381,77.44
727.650735616684,77.52000000000001
728.6849272251129,77.60000000000001
729.7223925590515,77.67999999999999
730.7583484649658,77.75999999999999
731.7908158302307,77.83
732.8406085968018,77.91
733.8744113445282,77.99000000000001
734.8926663398743,78.07000000000001
735.9386374950409,78.14999999999999
736.9804809093475,78.22
738.0403752326965,78.3
739.0730755329132,78.38000000000001
740.1039135456085,78.46000000000001
741.1458520889282,78.53999999999999
742.1920506954193,78.61
743.2219228744507,78.69
744.2627792358398,78.77000000000001
745.3042809963226,78.83999999999999
746.3326308727264,78.92
747.3659398555756,79.0
748.4051411151886,79.08
749.4545092582703,79.14999999999999
750.480789899826,79.22999999999999
751.524160861969,79.31
752.5497422218323,79.38000000000001
753.5895094871521,79.46000000000001
754.6308629512787,79.54
755.6696531772614,79.61
756.699104309082,79.69
757.7378890514374,79.77
758.781209230423,79.83999999999999
759.8161344528198,79.92
760.8511962890625,79.99000000000001
761.887852191925,80.07000000000001
762.9305927753448,80.15
763.9812543392181,80.22
765.0126485824585,80.3
766.0430998802185,80.36999999999999
767.0919623374939,80.44999999999999
768.1220128536224,80.53
769.1623554229736,80.60000000000001
770.1914911270142,80.68
771.2265841960907,80.75
772.2773034572601,80.83
773.308687210083,80.9
774.3487637042999,80.97999999999999
775.3785934448242,81.05999999999999
776.4306948184967,81.13
777.472333908081,81.21000000000001
778.5114333629608,81.28
779.5513589382172,81.36
780.596640586853,81.43
781.631493806839,81.51
782.6604247093201,81.58
783.7029695510864,81.66
784.7349433898926,81.73
785.7843236923218,81.80999999999999
786.8128180503845,81.88
787.8505961894989,81.96000000000001
788.9011833667755,82.03
789.9306726455688,82.10000000000001
790.9530839920044,82.18
792.0088150501251,82.25
793.0389659404755,82.33
794.0695645809174,82.4
795.1072039604187,82.48
796.1536350250244,82.55
797.1899223327637,82.62
798.230135679245,82.69999999999999
799.2662837505341,82.77
800.3032853603363,82.85
801.3421854972839,82.91999999999999
802.380781173706,82.99
803.4189734458923,83.07000000000001
804.4484491348267,83.14
805.4881422519684,83.21000000000001
806.5305366516113,83.29
807.5757064819336,83.36
808.5997657775879,83.43
809.6300451755524,83.51
810.6795201301575,83.58
811.7207779884338,83.65
812.7493014335632,83.73
813.8023929595947,83.8
814.8557775020599,83.87
815.8927628993988,83.95
816.9364519119263,84.02
817.9605941772461,84.09
819.0004920959473,84.17
820.0419385433197,84.24
821.0677564144135,84.31
822.110100030899,84.39
823.1494584083557,84.46
824.1906418800354,84.53
825.234139919281,84.6
826.2594728469849,84.68
827.2983477115631,84.75
828.3412396907806,84.82000000000001
829.398677110672,84.88999999999999
830.4196786880493,84.97
831.461592912674,85.04
832.4957990646362,85.11
833.53262758255,85.18
834.5594885349274,85.25
835.5983047485352,85.32
836.6278097629547,85.4
837.6780481338501,85.47
838.7174971103668,85.54
839.7504308223724,85.61
840.7913982868195,85.68
841.8317639827728,85.75
842.8742215633392,85.83
843.9203271865845,85.9
844.937726020813,85.97
845.9775640964508,86.04
847.0275192260742,86.11
848.0676965713501,86.18
849.0999684333801,86.25
850.1427178382874,86.33
851.1782085895538,86.4
852.2071249485016,86.47
853.2509100437164,86.54
854.2898392677307,86.61
855.3276627063751,86.67999999999999
856.3904030323029,86.75
857.4124929904938,86.82
858.4515390396118,86.89
859.4778926372528,86.96
860.5226221084595,87.04
861.5611889362335,87.11000000000001
862.5877346992493,87.17999999999999
863.6288449764252,87.25
864.6736936569214,87.32
865.6982803344727,87.39
866.7384657859802,87.46
867.7817912101746,87.53
868.8165984153748,87.6
869.8574955463409,87.67
870.887469291687,87.74
871.9314367771149,87.81
872.967987537384,87.88
874.0122601985931,87.95
